"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.679888989223000E9,"2023-03-27 11:49:49.223 UTC+08:00"
"PAUSE",1.125538541655988E1,1.679889000478000E9,"2023-03-27 11:50:00.478 UTC+08:00"
