"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.680263711030000E9,"2023-03-31 19:55:11.030 UTC+08:00"
"PAUSE",1.981779629155062E1,1.680263730848000E9,"2023-03-31 19:55:30.848 UTC+08:00"
"START",1.981779629155062E1,1.680263740230000E9,"2023-03-31 19:55:40.230 UTC+08:00"
"PAUSE",2.138842458324507E1,1.680263741801000E9,"2023-03-31 19:55:41.801 UTC+08:00"
"START",2.138842458324507E1,1.680263790347000E9,"2023-03-31 19:56:30.347 UTC+08:00"
"PAUSE",4.124027258320712E1,1.680263810199000E9,"2023-03-31 19:56:50.199 UTC+08:00"
"START",4.124027258320712E1,1.680263856991000E9,"2023-03-31 19:57:36.991 UTC+08:00"
"PAUSE",5.347903145826422E1,1.680263869230000E9,"2023-03-31 19:57:49.230 UTC+08:00"
