"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.680350506334000E9,"2023-04-01 20:01:46.334 UTC+08:00"
"PAUSE",1.791382037498988E1,1.680350524248000E9,"2023-04-01 20:02:04.248 UTC+08:00"
"START",1.791382037498988E1,1.680350533881000E9,"2023-04-01 20:02:13.881 UTC+08:00"
"PAUSE",2.569342008326203E1,1.680350541661000E9,"2023-04-01 20:02:21.661 UTC+08:00"
