"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.680350849836000E9,"2023-04-01 20:07:29.836 UTC+08:00"
"PAUSE",9.133211541688070E0,1.680350858970000E9,"2023-04-01 20:07:38.970 UTC+08:00"
"START",9.133211541688070E0,1.680350870471000E9,"2023-04-01 20:07:50.471 UTC+08:00"
"PAUSE",3.381230049999431E1,1.680350895150000E9,"2023-04-01 20:08:15.150 UTC+08:00"
