"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.680263492394000E9,"2023-03-31 19:51:32.394 UTC+08:00"
"PAUSE",9.901503541739658E0,1.680263502295000E9,"2023-03-31 19:51:42.295 UTC+08:00"
"START",9.901503541739658E0,1.680263532475000E9,"2023-03-31 19:52:12.475 UTC+08:00"
"PAUSE",2.118716125003994E1,1.680263543761000E9,"2023-03-31 19:52:23.761 UTC+08:00"
