"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.680262903218000E9,"2023-03-31 19:41:43.218 UTC+08:00"
"PAUSE",9.268700291635469E0,1.680262912486000E9,"2023-03-31 19:41:52.486 UTC+08:00"
