"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.681702501510000E9,"2023-04-17 11:35:01.510 UTC+08:00"
"PAUSE",1.138041949999752E1,1.681702512890000E9,"2023-04-17 11:35:12.890 UTC+08:00"
