"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.679992121945000E9,"2023-03-28 16:28:41.945 UTC+08:00"
"PAUSE",1.181894522500224E2,1.679992240152000E9,"2023-03-28 16:30:40.152 UTC+08:00"
