"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.679460759119000E9,"2023-03-22 12:52:39.119 UTC+08:00"
"PAUSE",2.216458652083529E2,1.679460980764000E9,"2023-03-22 12:56:20.764 UTC+08:00"
