"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.679992265019000E9,"2023-03-28 16:31:05.019 UTC+08:00"
"PAUSE",1.172254349989816E1,1.679992276741000E9,"2023-03-28 16:31:16.741 UTC+08:00"
