"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.679463874294000E9,"2023-03-22 13:44:34.294 UTC+08:00"
"PAUSE",1.063516649999656E1,1.679463884929000E9,"2023-03-22 13:44:44.929 UTC+08:00"
