"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.680350642446000E9,"2023-04-01 20:04:02.446 UTC+08:00"
"PAUSE",1.833069225004874E1,1.680350660777000E9,"2023-04-01 20:04:20.777 UTC+08:00"
"START",1.833069225004874E1,1.680350668874000E9,"2023-04-01 20:04:28.874 UTC+08:00"
"PAUSE",3.714420849992894E1,1.680350687688000E9,"2023-04-01 20:04:47.688 UTC+08:00"
