"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.679457551818000E9,"2023-03-22 11:59:11.818 UTC+08:00"
"PAUSE",4.240620658750413E2,1.679457975878000E9,"2023-03-22 12:06:15.878 UTC+08:00"
