"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.680352510975000E9,"2023-04-01 20:35:10.975 UTC+08:00"
"PAUSE",1.031891708332114E1,1.680352521294000E9,"2023-04-01 20:35:21.294 UTC+08:00"
"START",1.031891708332114E1,1.680352543159000E9,"2023-04-01 20:35:43.159 UTC+08:00"
"PAUSE",6.532463095826097E1,1.680352598164000E9,"2023-04-01 20:36:38.164 UTC+08:00"
