"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.680352167678000E9,"2023-04-01 20:29:27.678 UTC+08:00"
"PAUSE",9.798929708311334E0,1.680352177477000E9,"2023-04-01 20:29:37.477 UTC+08:00"
"START",9.798929708311334E0,1.680352189979000E9,"2023-04-01 20:29:49.979 UTC+08:00"
"PAUSE",5.510539087513462E1,1.680352235285000E9,"2023-04-01 20:30:35.285 UTC+08:00"
