"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.679456884184000E9,"2023-03-22 11:48:04.184 UTC+08:00"
"PAUSE",1.059871350007597E1,1.679456894783000E9,"2023-03-22 11:48:14.783 UTC+08:00"
