"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.680264845941000E9,"2023-03-31 20:14:05.941 UTC+08:00"
"PAUSE",7.264697779156268E1,1.680264918587000E9,"2023-03-31 20:15:18.587 UTC+08:00"
