"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.680264579323000E9,"2023-03-31 20:09:39.323 UTC+08:00"
"PAUSE",1.049981437483802E1,1.680264589823000E9,"2023-03-31 20:09:49.823 UTC+08:00"
"START",1.049981437483802E1,1.680264612872000E9,"2023-03-31 20:10:12.872 UTC+08:00"
"PAUSE",1.837901608319953E1,1.680264620752000E9,"2023-03-31 20:10:20.752 UTC+08:00"
"START",1.837901608319953E1,1.680264647092000E9,"2023-03-31 20:10:47.092 UTC+08:00"
"PAUSE",4.011500954162329E1,1.680264668827000E9,"2023-03-31 20:11:08.827 UTC+08:00"
