"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.680235523198000E9,"2023-03-31 12:05:23.198 UTC+08:00"
"PAUSE",2.828128961666953E2,1.680235806008000E9,"2023-03-31 12:10:06.008 UTC+08:00"
