"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.679456833676000E9,"2023-03-22 11:47:13.676 UTC+08:00"
"PAUSE",1.043630612501875E1,1.679456844119000E9,"2023-03-22 11:47:24.119 UTC+08:00"
